image_path,true_idx,pred1_idx,score1,pred2_idx,score2,pred3_idx,score3,top1_correct,split
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106023\1769.jpg,1,94,0.9986517429351807,79,0.9986479878425598,1,0.9986393451690674,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106023\302199.jpg,1,9,0.9985040426254272,44,0.9985032081604004,47,0.9985025525093079,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106023\302200.jpg,1,96,0.998246431350708,44,0.998221218585968,75,0.9981908202171326,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106023\302201.jpg,1,29,0.9983106851577759,1,0.9982902407646179,44,0.998273491859436,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106023\302202.jpg,1,59,0.9983935952186584,1,0.9983866810798645,44,0.9983857870101929,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106023\302205.jpg,1,44,0.9982505440711975,40,0.9982241988182068,47,0.9981729388237,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106023\302206.jpg,1,44,0.9982044100761414,59,0.9981648921966553,41,0.9981577396392822,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106023\302505.jpg,1,27,0.9996122121810913,1,0.9996038675308228,59,0.9995843172073364,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106023\302704.jpg,1,41,0.9983193874359131,59,0.998267412185669,44,0.9982342720031738,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106023\302707.jpg,1,41,0.998183012008667,59,0.9981457591056824,1,0.9981191754341125,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106023\302708.jpg,1,41,0.9983363747596741,97,0.9983334541320801,59,0.998296320438385,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106023\302709.jpg,1,4,0.9991245269775391,75,0.9990957379341125,82,0.9990856647491455,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106023\302710.jpg,1,47,0.9982064366340637,40,0.9981958866119385,41,0.998182475566864,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154113.jpg,3,4,0.9986633062362671,96,0.9986532926559448,44,0.9986323118209839,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154115.jpg,3,96,0.9989821910858154,55,0.9989684820175171,47,0.9989612102508545,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154119.jpg,3,65,0.9990335702896118,15,0.9990312457084656,2,0.9990261793136597,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154120.jpg,3,4,0.9988267421722412,2,0.9987630844116211,65,0.9987591505050659,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154122.jpg,3,4,0.9990931153297424,65,0.9990800619125366,99,0.9990617632865906,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154124.jpg,3,4,0.9992161393165588,2,0.9991782307624817,42,0.9991387724876404,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154336.jpg,3,75,0.9986165761947632,4,0.9986085295677185,42,0.9985955953598022,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154337.jpg,3,75,0.9987261295318604,44,0.9987120032310486,4,0.9986947178840637,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154338.jpg,3,4,0.9986097812652588,42,0.9985899925231934,75,0.9985743761062622,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154339.jpg,3,4,0.9986166954040527,65,0.998559832572937,91,0.9985573291778564,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154340.jpg,3,75,0.9985082149505615,44,0.9984838366508484,4,0.9984818696975708,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154341.jpg,3,4,0.9987211227416992,15,0.9987200498580933,75,0.9987035989761353,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154342.jpg,3,4,0.9985681772232056,91,0.9985654354095459,75,0.998559832572937,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154343.jpg,3,15,0.9984257817268372,91,0.9984216690063477,4,0.9984164834022522,0,without_pair
C:\Users\User\Documents\GitHub\COS30082_ML_project\AML_project_herbarium_dataset\train\photo\106461\154344.jpg,3,75,0.9987751841545105,15,0.9987567663192749,44,0.9987504482269287,0,without_pair
